E   S
39.990002 	 -201.94363793379864
39.980003 	 -202.27939005032934
39.970001 	 -201.4073476500261
39.960003 	 -201.5900352738144
39.950001 	 -201.6938809992772
39.940002 	 -201.81375890947
39.93 	 -201.49406000457284
39.920002 	 -201.1846380368825
39.910004 	 -201.5916535493033
39.900002 	 -201.32833409174546
39.890003 	 -201.2558834380294
39.880001 	 -201.4959833824853
39.870003 	 -201.00533215739958
39.860001 	 -201.00588130815527
39.850002 	 -200.95150079688003
39.840004 	 -201.49799790872237
39.830002 	 -201.188575941032
39.820004 	 -201.06399934689435
39.810001 	 -201.33248608410014
39.800003 	 -200.34327642409255
39.790001 	 -198.59628566965688
39.780003 	 -197.36039942924143
39.77 	 -196.5072237632469
39.760002 	 -196.0703597883915
39.750004 	 -195.90540332340464
39.740002 	 -195.84592927389477
39.730003 	 -195.91700551281636
39.720001 	 -196.07045345566422
39.710003 	 -196.22916474542242
39.700001 	 -196.43375434278192
39.690002 	 -196.7013815042354
39.68 	 -196.90690041582386
39.670002 	 -197.1235660763737
39.66 	 -197.3311318321752
39.650002 	 -197.61250746189592
39.639999 	 -197.81914113093762
39.630001 	 -198.04905486641186
39.620003 	 -198.27113669419023
39.610001 	 -198.49946371490728
39.600002 	 -198.74919279669695
39.59 	 -198.9506353686615
39.580002 	 -199.1679513662134
39.57 	 -199.29651351694113
39.560001 	 -199.5587889877389
39.550003 	 -199.70796392169507
39.540001 	 -199.91587645209378
39.529999 	 -200.13689905153876
39.52 	 -200.326729286229
39.510002 	 -200.47977668486925
39.5 	 -200.66411452712939
39.490002 	 -200.82971621331376
39.480003 	 -200.9162155001412
39.470001 	 -201.3038469087145
39.459999 	 -201.5814401533618
39.450001 	 -201.44334468367185
39.440002 	 -201.65433491398665
39.43 	 -201.992283584998
39.420002 	 -201.9692322946696
39.41 	 -202.1286395687701
39.400002 	 -202.35331996522007
39.390003 	 -202.55017211984858
39.380001 	 -202.74177966685127
39.369999 	 -202.42956471702195
39.360001 	 -202.79808281173808
39.350002 	 -203.48995930633674
39.34 	 -202.98013625770855
39.330002 	 -203.05067953350814
39.32 	 -203.20525730452587
39.310001 	 -203.89877055208018
39.300003 	 -203.8989535688267
39.290001 	 -203.89913658557327
39.279999 	 -204.30478471042798
39.27 	 -203.8994416097624
39.260002 	 -204.07867285795794
39.25 	 -204.07882586966363
39.240002 	 -204.07897888136932
39.230003 	 -204.99869595029415
39.220001 	 -203.90014466348663
39.210003 	 -204.30579278834134
39.200001 	 -204.07949791912475
39.190002 	 -203.74411283720102
39.18 	 -204.99942901095085
39.170002 	 -205.6763766724996
39.160004 	 -204.99952101329194
39.150002 	 -203.9009697264844
39.140003 	 -204.30661785133913
39.130001 	 -204.30673985878173
39.120003 	 -203.29377175099438
39.110001 	 -203.3909071908108
39.100002 	 -204.08108609254774
39.09 	 -203.90219087280445
39.080002 	 -204.59007146534336
39.070004 	 -204.59016346957563
39.060001 	 -203.90255789801552
39.050003 	 -204.59043849055445
39.040001 	 -203.90283291899436
39.030003 	 -203.90301593574088
39.02 	 -203.29557394536567
39.010002 	 -203.9035350089481
39.0 	 -203.29609301857286
38.990002 	 -203.74756421997483
38.980003 	 -203.4969831602314
38.970001 	 -203.49725819805082
38.960003 	 -203.6171361082436
38.950001 	 -202.86264448014376
38.940002 	 -203.05828348480813
38.93 	 -203.21286125582586
38.920002 	 -203.13192437553437
38.910004 	 -203.29914657508374
38.900002 	 -203.29948263154438
38.890003 	 -203.0601458347396
38.880001 	 -202.7543288356182
38.870003 	 -202.99106792330954
38.860001 	 -202.81029677082822
38.850002 	 -202.40477383318398
38.840004 	 -202.56583529874226
38.830002 	 -202.86856706611954
38.820004 	 -203.13705380332533
38.810001 	 -202.44556394120303
38.800003 	 -201.04039627049372
38.790001 	 -199.4174007572815
38.780003 	 -198.4723536824008
38.77 	 -197.92619034755634
38.760002 	 -197.66037214496964
38.750004 	 -197.6117894907171
38.740002 	 -197.68699742487667
38.730003 	 -197.81510164094476
38.720001 	 -197.99544209960683
38.710003 	 -198.17133219564866
38.700001 	 -198.410810792489
38.690002 	 -198.69565373509766
38.68 	 -198.92644244398733
38.670002 	 -199.13940453174916
38.66 	 -199.4002402145574
38.650002 	 -199.69298351465204
38.639999 	 -199.88417663095066
38.630001 	 -200.1637491291864
38.619999 	 -200.3590588984813
38.610001 	 -200.60315199426674
38.600002 	 -200.90547953261992
38.59 	 -201.0512061267126
38.580002 	 -201.14477286166596
38.57 	 -201.51812863074505
38.560001 	 -201.7308236818704
38.550003 	 -201.85467352797173
38.540001 	 -202.0571823973513
38.529999 	 -202.27714239953866
38.52 	 -202.27726555991043
38.510002 	 -202.6040834547436
38.5 	 -202.74577352636464
38.490002 	 -203.00574552864856
38.48 	 -203.06644698598305
38.470001 	 -203.143091235789
38.460003 	 -203.3274595513115
38.450001 	 -203.55271508936497
38.440002 	 -203.8164785963991
38.43 	 -203.95158279701747
38.420002 	 -204.0417077352132
38.41 	 -204.07492929577973
38.400002 	 -204.21394778266253
38.390003 	 -204.87215863901798
38.380001 	 -204.73905433758392
38.370003 	 -204.51639890538044
38.360001 	 -204.3765346446477
38.350002 	 -205.21085851858345
38.34 	 -204.8746913284842
38.330002 	 -204.94796615221608
38.32 	 -205.7228133588872
38.310001 	 -205.90204460708276
38.300003 	 -205.4354673148877
38.290001 	 -206.41109099290466
38.280003 	 -205.4358033488928
38.27 	 -205.72372945111738
38.260002 	 -206.4116100436563
38.25 	 -205.9030527035452
38.240002 	 -207.4996564321582
38.23 	 -206.41188606007478
38.220001 	 -206.41197806430705
38.210003 	 -206.82298478141507
